T16,Exchange rates,,,,,,,
Region/Country/Area,,Year,Series,National currency,National currency footnote,Value,Footnotes,Source
104,Myanmar,2015,Exchange rates: period average (national currency per US dollar),Kyat (MMK),,"1,162.6153",,"International Monetary Fund (IMF), Washington, D.C., the database on International Financial Statistics supplemented by operational rates of exchange for United Nations programmes, last accessed June 2019."
104,Myanmar,2016,Exchange rates: period average (national currency per US dollar),Kyat (MMK),,"1,234.8695",,"International Monetary Fund (IMF), Washington, D.C., the database on International Financial Statistics supplemented by operational rates of exchange for United Nations programmes, last accessed June 2019."
104,Myanmar,2017,Exchange rates: period average (national currency per US dollar),Kyat (MMK),,"1,360.3587",,"International Monetary Fund (IMF), Washington, D.C., the database on International Financial Statistics supplemented by operational rates of exchange for United Nations programmes, last accessed June 2019."
104,Myanmar,2018,Exchange rates: period average (national currency per US dollar),Kyat (MMK),,"1,429.8080",,"International Monetary Fund (IMF), Washington, D.C., the database on International Financial Statistics supplemented by operational rates of exchange for United Nations programmes, last accessed June 2019."
516,Namibia,1985,Exchange rates: end of period (national currency per US dollar),Namibia Dollar (NAD),,2.5575,,"International Monetary Fund (IMF), Washington, D.C., the database on International Financial Statistics supplemented by operational rates of exchange for United Nations programmes, last accessed June 2019."
516,Namibia,1995,Exchange rates: end of period (national currency per US dollar),Namibia Dollar (NAD),,3.6475,,"International Monetary Fund (IMF), Washington, D.C., the database on International Financial Statistics supplemented by operational rates of exchange for United Nations programmes, last accessed June 2019."
516,Namibia,2005,Exchange rates: end of period (national currency per US dollar),Namibia Dollar (NAD),,6.3250,,"International Monetary Fund (IMF), Washington, D.C., the database on International Financial Statistics supplemented by operational rates of exchange for United Nations programmes, last accessed June 2019."
516,Namibia,2010,Exchange rates: end of period (national currency per US dollar),Namibia Dollar (NAD),,6.6316,,"International Monetary Fund (IMF), Washington, D.C., the database on International Financial Statistics supplemented by operational rates of exchange for United Nations programmes, last accessed June 2019."
516,Namibia,2015,Exchange rates: end of period (national currency per US dollar),Namibia Dollar (NAD),,15.5450,,"International Monetary Fund (IMF), Washington, D.C., the database on International Financial Statistics supplemented by operational rates of exchange for United Nations programmes, last accessed June 2019."
516,Namibia,2016,Exchange rates: end of period (national currency per US dollar),Namibia Dollar (NAD),,13.6240,,"International Monetary Fund (IMF), Washington, D.C., the database on International Financial Statistics supplemented by operational rates of exchange for United Nations programmes, last accessed June 2019."
516,Namibia,2017,Exchange rates: end of period (national currency per US dollar),Namibia Dollar (NAD),,12.3930,,"International Monetary Fund (IMF), Washington, D.C., the database on International Financial Statistics supplemented by operational rates of exchange for United Nations programmes, last accessed June 2019."
516,Namibia,2018,Exchange rates: end of period (national currency per US dollar),Namibia Dollar (NAD),,14.4309,,"International Monetary Fund (IMF), Washington, D.C., the database on International Financial Statistics supplemented by operational rates of exchange for United Nations programmes, last accessed June 2019."
516,Namibia,1985,Exchange rates: period average (national currency per US dollar),Namibia Dollar (NAD),,2.2287,,"International Monetary Fund (IMF), Washington, D.C., the database on International Financial Statistics supplemented by operational rates of exchange for United Nations programmes, last accessed June 2019."
516,Namibia,1995,Exchange rates: period average (national currency per US dollar),Namibia Dollar (NAD),,3.6271,,"International Monetary Fund (IMF), Washington, D.C., the database on International Financial Statistics supplemented by operational rates of exchange for United Nations programmes, last accessed June 2019."
516,Namibia,2005,Exchange rates: period average (national currency per US dollar),Namibia Dollar (NAD),,6.3593,,"International Monetary Fund (IMF), Washington, D.C., the database on International Financial Statistics supplemented by operational rates of exchange for United Nations programmes, last accessed June 2019."
516,Namibia,2010,Exchange rates: period average (national currency per US dollar),Namibia Dollar (NAD),,7.3212,,"International Monetary Fund (IMF), Washington, D.C., the database on International Financial Statistics supplemented by operational rates of exchange for United Nations programmes, last accessed June 2019."
516,Namibia,2015,Exchange rates: period average (national currency per US dollar),Namibia Dollar (NAD),,12.8819,,"International Monetary Fund (IMF), Washington, D.C., the database on International Financial Statistics supplemented by operational rates of exchange for United Nations programmes, last accessed June 2019."
516,Namibia,2016,Exchange rates: period average (national currency per US dollar),Namibia Dollar (NAD),,14.7088,,"International Monetary Fund (IMF), Washington, D.C., the database on International Financial Statistics supplemented by operational rates of exchange for United Nations programmes, last accessed June 2019."
516,Namibia,2017,Exchange rates: period average (national currency per US dollar),Namibia Dollar (NAD),,13.3129,,"International Monetary Fund (IMF), Washington, D.C., the database on International Financial Statistics supplemented by operational rates of exchange for United Nations programmes, last accessed June 2019."
516,Namibia,2018,Exchange rates: period average (national currency per US dollar),Namibia Dollar (NAD),,13.2339,,"International Monetary Fund (IMF), Washington, D.C., the database on International Financial Statistics supplemented by operational rates of exchange for United Nations programmes, last accessed June 2019."
