T23,Major trading partners,,,,,,,
Region/Country/Area,,Year,Series,Major trading partner 1 (% of exports),Major trading partner 1 (% of exports) footnote,Value,Footnotes,Source
120,Cameroon,2010,Major trading partner 2 (% of imports),France,,14.5730,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed May 2019."
120,Cameroon,2018,Major trading partner 2 (% of imports),France,,9.8019,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed May 2019."
120,Cameroon,2005,Major trading partner 3 (% of exports),France,,12.2761,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed May 2019."
120,Cameroon,2010,Major trading partner 3 (% of exports),France,,6.2574,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed May 2019."
120,Cameroon,2018,Major trading partner 3 (% of exports),France,,10.5128,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed May 2019."
120,Cameroon,2005,Major trading partner 3 (% of imports),Thailand,,2.4395,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed May 2019."
120,Cameroon,2010,Major trading partner 3 (% of imports),Thailand,,3.0241,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed May 2019."
120,Cameroon,2018,Major trading partner 3 (% of imports),Thailand,,5.7417,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed May 2019."
124,Canada,2005,Major trading partner 1 (% of exports),United States,,83.8146,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed May 2019."
124,Canada,2010,Major trading partner 1 (% of exports),United States,,74.8665,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed May 2019."
124,Canada,2018,Major trading partner 1 (% of exports),United States,,75.8542,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed May 2019."
124,Canada,2005,Major trading partner 1 (% of imports),United States,,56.4919,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed May 2019."
124,Canada,2010,Major trading partner 1 (% of imports),United States,,50.3808,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed May 2019."
124,Canada,2018,Major trading partner 1 (% of imports),United States,,51.3332,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed May 2019."
124,Canada,2005,Major trading partner 2 (% of exports),China,,1.6535,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed May 2019."
124,Canada,2010,Major trading partner 2 (% of exports),China,,3.3252,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed May 2019."
124,Canada,2018,Major trading partner 2 (% of exports),China,,4.3238,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed May 2019."
124,Canada,2005,Major trading partner 2 (% of imports),China,,7.7500,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed May 2019."
124,Canada,2010,Major trading partner 2 (% of imports),China,,11.0276,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed May 2019."
124,Canada,2018,Major trading partner 2 (% of imports),China,,12.6412,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed May 2019."
124,Canada,2005,Major trading partner 3 (% of exports),United Kingdom,,1.8924,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed May 2019."
124,Canada,2010,Major trading partner 3 (% of exports),United Kingdom,,4.1130,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed May 2019."
124,Canada,2018,Major trading partner 3 (% of exports),United Kingdom,,3.2418,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed May 2019."
124,Canada,2005,Major trading partner 3 (% of imports),Mexico,,3.8322,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed May 2019."
124,Canada,2010,Major trading partner 3 (% of imports),Mexico,,5.4743,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed May 2019."
124,Canada,2018,Major trading partner 3 (% of imports),Mexico,,6.3257,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed May 2019."
136,Cayman Islands,2005,Major trading partner 1 (% of exports),Malta,,0.0631,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed May 2019."
136,Cayman Islands,2010,Major trading partner 1 (% of exports),Malta,,4.9240,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed May 2019."
136,Cayman Islands,2018,Major trading partner 1 (% of exports),Malta,,50.6534,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed May 2019."
136,Cayman Islands,2005,Major trading partner 1 (% of imports),United States,,50.8347,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed May 2019."
136,Cayman Islands,2010,Major trading partner 1 (% of imports),United States,,11.7090,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed May 2019."
136,Cayman Islands,2018,Major trading partner 1 (% of imports),United States,,20.5463,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed May 2019."
136,Cayman Islands,2005,Major trading partner 2 (% of exports),Netherlands,,0.0154,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed May 2019."
136,Cayman Islands,2010,Major trading partner 2 (% of exports),Netherlands,,0.0034,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed May 2019."
136,Cayman Islands,2018,Major trading partner 2 (% of exports),Netherlands,,38.5226,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed May 2019."
136,Cayman Islands,2005,Major trading partner 2 (% of imports),Netherlands,,1.1789,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed May 2019."
136,Cayman Islands,2010,Major trading partner 2 (% of imports),Netherlands,,5.1789,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed May 2019."
136,Cayman Islands,2018,Major trading partner 2 (% of imports),Netherlands,,16.9605,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed May 2019."
136,Cayman Islands,2005,Major trading partner 3 (% of exports),United States,,67.0499,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed May 2019."
136,Cayman Islands,2010,Major trading partner 3 (% of exports),United States,,0.9869,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed May 2019."
136,Cayman Islands,2018,Major trading partner 3 (% of exports),United States,,4.0421,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed May 2019."
136,Cayman Islands,2005,Major trading partner 3 (% of imports),Germany,,1.9081,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed May 2019."
136,Cayman Islands,2010,Major trading partner 3 (% of imports),Germany,,10.8653,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed May 2019."
136,Cayman Islands,2018,Major trading partner 3 (% of imports),Germany,,15.9256,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed May 2019."
140,Central African Republic,2005,Major trading partner 1 (% of exports),France,,19.5799,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed May 2019."
140,Central African Republic,2010,Major trading partner 1 (% of exports),France,,16.0017,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed May 2019."
140,Central African Republic,2018,Major trading partner 1 (% of exports),France,,61.1330,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed May 2019."
140,Central African Republic,2005,Major trading partner 1 (% of imports),France,,13.9780,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed May 2019."
140,Central African Republic,2010,Major trading partner 1 (% of imports),France,,24.1387,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed May 2019."
140,Central African Republic,2018,Major trading partner 1 (% of imports),France,,26.1334,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed May 2019."
140,Central African Republic,2018,Major trading partner 2 (% of exports),Benin,,9.9022,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed May 2019."
140,Central African Republic,2005,Major trading partner 2 (% of imports),Cameroon,,15.9774,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed May 2019."
140,Central African Republic,2010,Major trading partner 2 (% of imports),Cameroon,,7.1014,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed May 2019."
140,Central African Republic,2018,Major trading partner 2 (% of imports),Cameroon,,12.1477,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed May 2019."
140,Central African Republic,2005,Major trading partner 3 (% of exports),China,,0.3144,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed May 2019."
140,Central African Republic,2010,Major trading partner 3 (% of exports),China,,8.0453,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed May 2019."
140,Central African Republic,2018,Major trading partner 3 (% of exports),China,,6.9582,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed May 2019."
140,Central African Republic,2005,Major trading partner 3 (% of imports),Belgium,,3.1203,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed May 2019."
140,Central African Republic,2010,Major trading partner 3 (% of imports),Belgium,,3.0761,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed May 2019."
140,Central African Republic,2018,Major trading partner 3 (% of imports),Belgium,,8.1352,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed May 2019."
148,Chad,2005,Major trading partner 1 (% of exports),United States,,72.7418,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed May 2019."
148,Chad,2010,Major trading partner 1 (% of exports),United States,,67.9773,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed May 2019."
