T15,Balance of payments summary,,,,,
Region/Country/Area,,Year,Series,Value,Footnotes,Source
188,Costa Rica,2010,Balance of Payments: Capital account (millions of US dollars),53.5051,,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2019."
188,Costa Rica,2016,Balance of Payments: Capital account (millions of US dollars),86.7693,,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2019."
188,Costa Rica,2017,Balance of Payments: Capital account (millions of US dollars),40.5112,,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2019."
188,Costa Rica,2018,Balance of Payments: Capital account (millions of US dollars),30.6886,,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2019."
188,Costa Rica,1985,Balance of Payments: Financial account (millions of US dollars),16.8610,,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2019."
188,Costa Rica,1995,Balance of Payments: Financial account (millions of US dollars),-301.0739,,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2019."
188,Costa Rica,2005,Balance of Payments: Financial account (millions of US dollars),"-1,158.3287",,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2019."
188,Costa Rica,2010,Balance of Payments: Financial account (millions of US dollars),"-1,641.8976",,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2019."
188,Costa Rica,2016,Balance of Payments: Financial account (millions of US dollars),"-1,546.6235",,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2019."
188,Costa Rica,2017,Balance of Payments: Financial account (millions of US dollars),"-2,143.8372",,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2019."
188,Costa Rica,2018,Balance of Payments: Financial account (millions of US dollars),"-1,392.9003",,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2019."
384,Côte d’Ivoire,2005,Balance of Payments: Current account (millions of US dollars),39.6747,,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2019."
384,Côte d’Ivoire,2010,Balance of Payments: Current account (millions of US dollars),464.5325,,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2019."
384,Côte d’Ivoire,2016,Balance of Payments: Current account (millions of US dollars),-413.9917,,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2019."
384,Côte d’Ivoire,2017,Balance of Payments: Current account (millions of US dollars),"-1,046.5004",,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2019."
384,Côte d’Ivoire,2005,Balance of Payments: Capital account (millions of US dollars),185.2299,,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2019."
384,Côte d’Ivoire,2010,Balance of Payments: Capital account (millions of US dollars),"1,178.2998",,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2019."
384,Côte d’Ivoire,2016,Balance of Payments: Capital account (millions of US dollars),186.9560,,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2019."
384,Côte d’Ivoire,2017,Balance of Payments: Capital account (millions of US dollars),192.1193,,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2019."
384,Côte d’Ivoire,2005,Balance of Payments: Financial account (millions of US dollars),167.4350,,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2019."
384,Côte d’Ivoire,2010,Balance of Payments: Financial account (millions of US dollars),"1,589.7204",,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2019."
384,Côte d’Ivoire,2016,Balance of Payments: Financial account (millions of US dollars),-317.7453,,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2019."
384,Côte d’Ivoire,2017,Balance of Payments: Financial account (millions of US dollars),-776.4361,,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2019."
191,Croatia,1995,Balance of Payments: Current account (millions of US dollars),"-1,441.8872",,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2019."
191,Croatia,2005,Balance of Payments: Current account (millions of US dollars),"-2,478.7085",,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2019."
191,Croatia,2010,Balance of Payments: Current account (millions of US dollars),-894.4045,,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2019."
191,Croatia,2016,Balance of Payments: Current account (millions of US dollars),"1,389.8739",,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2019."
191,Croatia,2017,Balance of Payments: Current account (millions of US dollars),"2,997.4549",,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2019."
191,Croatia,2018,Balance of Payments: Current account (millions of US dollars),"1,459.0362",,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2019."
191,Croatia,2005,Balance of Payments: Capital account (millions of US dollars),63.6446,,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2019."
191,Croatia,2010,Balance of Payments: Capital account (millions of US dollars),77.1562,,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2019."
191,Croatia,2016,Balance of Payments: Capital account (millions of US dollars),574.3904,,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2019."
191,Croatia,2017,Balance of Payments: Capital account (millions of US dollars),345.5000,,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2019."
191,Croatia,2018,Balance of Payments: Capital account (millions of US dollars),887.5339,,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2019."
191,Croatia,1995,Balance of Payments: Financial account (millions of US dollars),"-1,102.4089",,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2019."
191,Croatia,2005,Balance of Payments: Financial account (millions of US dollars),"-3,749.0421",,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2019."
191,Croatia,2010,Balance of Payments: Financial account (millions of US dollars),"-1,867.2872",,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2019."
191,Croatia,2016,Balance of Payments: Financial account (millions of US dollars),"1,286.8866",,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2019."
191,Croatia,2017,Balance of Payments: Financial account (millions of US dollars),"2,182.5113",,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2019."
191,Croatia,2018,Balance of Payments: Financial account (millions of US dollars),"1,600.4337",,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2019."
531,Curaçao,2016,Balance of Payments: Current account (millions of US dollars),-585.2402,,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2019."
531,Curaçao,2017,Balance of Payments: Current account (millions of US dollars),-681.2682,,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2019."
531,Curaçao,2018,Balance of Payments: Current account (millions of US dollars),-899.1620,,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2019."
531,Curaçao,2016,Balance of Payments: Capital account (millions of US dollars),0.6257,,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2019."
531,Curaçao,2017,Balance of Payments: Capital account (millions of US dollars),0.4022,,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2019."
